道具组id	道具类型	道具id	道具名称	道具数量	道具权重
20009	1	61000002	赤蝎尾针	4	100
20009	1	61000003	猩红毒针	4	100
20009	1	61000004	赤影元素	4	100
20009	1	61000005	磨砂石	4	100
20009	1	61000006	沙蚕丝	4	100
20009	1	61000007	琥珀晶石	4	100
20009	1	61000008	烈焰石	4	100
20010	1	62000001	火精华	3	100
20010	1	62000002	魔法师印章	3	100
20010	1	62000003	魔法溶解剂	3	100
20010	1	62000004	蓝白晶	3	100
20010	1	62000005	岩之气息	3	100
20010	1	62000006	岩之精魄	3	100
20010	1	62000007	流地徽章	3	100
20010	1	62000008	剔髓龙脊	3	100
20010	1	62000009	浪人的勇气	3	100
20010	1	62000010	术愿之心	3	100
20011	1	64000001	红袍碎片	2	100
20011	1	64000002	时之沙	2	100
20011	1	64000003	寒冰石	2	100
20011	1	64000004	落日岩浆	2	100
20011	1	64000005	水晶矿脉	2	100
20011	1	64000006	有毒泥浆	2	100
20011	1	64000007	海洋珍珠	2	100
20011	1	64000008	龙骨碎片	2	100
20011	1	64000009	刀锋碎片	2	100
20011	1	64000010	戈壁石	2	100
20011	1	64000011	燃烧心脏	2	100
20011	1	64000012	龙人鳞片	2	100
20012	1	65000001	龙人之眼	1	100
20012	1	65000002	有毒药剂	1	100
20012	1	65000003	古董瓷器	1	100
20012	1	65000004	破损的墙砖	1	100
20012	1	65000005	世界之树碎片	1	100
20012	1	65000006	猎人的徽章	1	100
20012	1	65000007	鲛人丝绸	1	100
20012	1	65000008	金色嫩草	1	100
20012	1	65000009	海洋精魄	1	100
20012	1	65000010	精灵翅膀	1	100
20012	1	65000011	燃烧之血	1	100
20012	1	65000012	熊爪	1	100
20012	1	65000013	镇长钥匙	1	100
20012	1	65000014	盾牌残片	1	100
20013	1	43006108	冰霜狼人獠牙	1	100
20013	1	43006508	幽灵之戒	1	100
20014	1	81001005	雷碎片1	1	100
20014	1	81002005	雷碎片2	1	100
20014	1	81003005	雷碎片3	1	100
20014	1	81004005	雷碎片4	1	100
20014	1	82001005	火碎片1	1	100
20014	1	82002005	火碎片2	1	100
20014	1	82003005	火碎片3	1	100
20014	1	83001005	冰碎片1	1	100
20014	1	83002005	冰碎片2	1	100
20014	1	83003005	冰碎片3	1	100
20014	1	83004005	冰碎片4	1	100
20014	1	83005005	冰碎片5	1	100
20014	1	84001005	光碎片1	1	100
20014	1	84002005	光碎片2	1	100
20014	1	84003005	光碎片3	1	100
20014	1	84004005	光碎片4	1	100
20014	1	84005005	光碎片5	1	100
20014	1	84006005	光碎片6	1	100
20014	1	85001005	暗碎片1	1	100
20014	1	85002005	暗碎片2	1	100
20014	1	85003005	暗碎片3	1	100
20014	1	85004005	暗碎片4	1	100
20015	1	81001007	雷碎片1	1	100
20015	1	81002007	雷碎片2	1	100
20015	1	81003007	雷碎片3	1	100
20015	1	81004007	雷碎片4	1	100
20015	1	82001007	火碎片1	1	100
20015	1	82002007	火碎片2	1	100
20015	1	82003007	火碎片3	1	100
20015	1	83001007	冰碎片1	1	100
20015	1	83002007	冰碎片2	1	100
20015	1	83003007	冰碎片3	1	100
20015	1	83004007	冰碎片4	1	100
20015	1	83005007	冰碎片5	1	100
20015	1	84001007	光碎片1	1	100
20015	1	84002007	光碎片2	1	100
20015	1	84003007	光碎片3	1	100
20015	1	84004007	光碎片4	1	100
20015	1	84005007	光碎片5	1	100
20015	1	84006007	光碎片6	1	100
20015	1	85001007	暗碎片1	1	100
20015	1	85002007	暗碎片2	1	100
20015	1	85003007	暗碎片3	1	100
20015	1	85004007	暗碎片4	1	100
20016	1	81001009	雷碎片1	1	100
20016	1	81002009	雷碎片2	1	100
20016	1	81003009	雷碎片3	1	100
20016	1	81004009	雷碎片4	1	100
20016	1	82001009	火碎片1	1	100
20016	1	82002009	火碎片2	1	100
20016	1	82003009	火碎片3	1	100
20016	1	83001009	冰碎片1	1	100
20016	1	83002009	冰碎片2	1	100
20016	1	83003009	冰碎片3	1	100
20016	1	83004009	冰碎片4	1	100
20016	1	83005009	冰碎片5	1	100
20016	1	84001009	光碎片1	1	100
20016	1	84002009	光碎片2	1	100
20016	1	84003009	光碎片3	1	100
20016	1	84004009	光碎片4	1	100
20016	1	84005009	光碎片5	1	100
20016	1	84006009	光碎片6	1	100
20016	1	85001009	暗碎片1	1	100
20016	1	85002009	暗碎片2	1	100
20016	1	85003009	暗碎片3	1	100
20016	1	85004009	暗碎片4	1	100
20017	1	81001011	雷碎片1	1	100
20017	1	81002011	雷碎片2	1	100
20017	1	81003011	雷碎片3	1	100
20017	1	81004011	雷碎片4	1	100
20017	1	82001011	火碎片1	1	100
20017	1	82002011	火碎片2	1	100
20017	1	82003011	火碎片3	1	100
20017	1	83001011	冰碎片1	1	100
20017	1	83002011	冰碎片2	1	100
20017	1	83003011	冰碎片3	1	100
20017	1	83004011	冰碎片4	1	100
20017	1	83005011	冰碎片5	1	100
20017	1	84001011	光碎片1	1	100
20017	1	84002011	光碎片2	1	100
20017	1	84003011	光碎片3	1	100
20017	1	84004011	光碎片4	1	100
20017	1	84005011	光碎片5	1	100
20017	1	84006011	光碎片6	1	100
20017	1	85001011	暗碎片1	1	100
20017	1	85002011	暗碎片2	1	100
20017	1	85003011	暗碎片3	1	100
20017	1	85004011	暗碎片4	1	100
20018	1	81001002	雷牙2级	1	100
20018	1	81002002	雷暴2级	1	100
20018	1	81003002		1	100
20018	1	81004002		1	100
20018	1	82001002	火炎2级	1	100
20018	1	82002002		1	100
20018	1	82003002		1	100
20018	1	83001002	冰心2级	1	100
20018	1	83002002	冰晶2级	1	100
20018	1	83003002		1	100
20018	1	83004002		1	100
20018	1	83005002		1	100
20018	1	84001002	光明2级	1	100
20018	1	84002002		1	100
20018	1	84003002		1	100
20018	1	84004002		1	100
20018	1	84005002		1	100
20018	1	84006002		1	100
20018	1	85001002	暗影2级	1	100
20018	1	85002002		1	100
20018	1	85003002		1	100
20018	1	85004002		1	100
20019	1	81001003		1	100
20019	1	81002003		1	100
20019	1	81003003		1	100
20019	1	81004003		1	100
20019	1	82001003		1	100
20019	1	82002003		1	100
20019	1	82003003		1	100
20019	1	83001003		1	100
20019	1	83002003		1	100
20019	1	83003003		1	100
20019	1	83004003		1	100
20019	1	83005003		1	100
20019	1	84001003		1	100
20019	1	84002003		1	100
20019	1	84003003		1	100
20019	1	84004003		1	100
20019	1	84005003		1	100
20019	1	84006003		1	100
20019	1	85001003		1	100
20019	1	85002003		1	100
20019	1	85003003		1	100
20019	1	85004003		1	100
20020	1	81001004		1	100
20020	1	81002004		1	100
20020	1	81003004		1	100
20020	1	81004004		1	100
20020	1	82001004		1	100
20020	1	82002004		1	100
20020	1	82003004		1	100
20020	1	83001004		1	100
20020	1	83002004		1	100
20020	1	83003004		1	100
20020	1	83004004		1	100
20020	1	83005004		1	100
20020	1	84001004		1	100
20020	1	84002004		1	100
20020	1	84003004		1	100
20020	1	84004004		1	100
20020	1	84005004		1	100
20020	1	84006004		1	100
20020	1	85001004		1	100
20020	1	85002004		1	100
20020	1	85003004		1	100
20020	1	85004004		1	100
20021	1	81001006		1	100
20021	1	81002006		1	100
20021	1	81003006		1	100
20021	1	81004006		1	100
20021	1	82001006		1	100
20021	1	82002006		1	100
20021	1	82003006		1	100
20021	1	83001006		1	100
20021	1	83002006		1	100
20021	1	83003006		1	100
20021	1	83004006		1	100
20021	1	83005006		1	100
20021	1	84001006		1	100
20021	1	84002006		1	100
20021	1	84003006		1	100
20021	1	84004006		1	100
20021	1	84005006		1	100
20021	1	84006006		1	100
20021	1	85001006		1	100
20021	1	85002006		1	100
20021	1	85003006		1	100
20021	1	85004006		1	100
20022	2	51006	飞刀剑	1	100
20022	2	54102	鸾辂音尘	1	100
20023	1	81001001		1	100
20023	1	81002001		1	100
20023	1	81003001		1	100
20023	1	81004001		1	100
20023	1	82001001		1	100
20023	1	82002001		1	100
20023	1	82003001		1	100
20023	1	83001001		1	100
20023	1	83002001		1	100
20023	1	83003001		1	100
20023	1	83004001		1	100
20023	1	83005001		1	100
20023	1	84001001		1	100
20023	1	84002001		1	100
20023	1	84003001		1	100
20023	1	84004001		1	100
20023	1	84005001		1	100
20023	1	84006001		1	100
20023	1	85001001		1	100
20023	1	85002001		1	100
20023	1	85003001		1	100
20023	1	85004001		1	100
20024	1	43006103		1	100
20024	1	43006503		1	100
20025	1	56101000	剑客武器图纸	1	100
20025	1	56111000	狂战武器图纸	1	100
20025	1	56121000	鬼阵武器图纸	1	100
20025	1	56131000	魔剑士武器图纸	1	100
20025	1	56201000	枪炮师武器图纸	1	100
20025	1	56211000	神枪手武器图纸	1	100
20025	1	56221000	弹药武器图纸	1	100
20025	1	56301000	拳法家武器图纸	1	100
20025	1	56311000	流氓武器图纸	1	100
20025	1	56321000	气功武器图纸	1	100
20025	1	56401000	战法武器图纸	1	100
20025	1	56411000	元素法师武器图纸	1	100
20026	1	41006106	30级绿色饰品	1	100
20026	1	41006506	30级绿色饰品	1	100
20027	2	54002	一叶之秋	1	100
20027	2	52205	百花缭乱	1	100
20027	2	53002	大漠孤烟	1	100
20027	2	51005	夜雨声烦	1	100
20028	1	81001008		1	100
20028	1	81002008		1	100
20028	1	81003008		1	100
20028	1	81004008		1	100
20028	1	82001008		1	100
20028	1	82002008		1	100
20028	1	82003008		1	100
20028	1	83001008		1	100
20028	1	83002008		1	100
20028	1	83003008		1	100
20028	1	83004008		1	100
20028	1	83005008		1	100
20028	1	84001008		1	100
20028	1	84002008		1	100
20028	1	84003008		1	100
20028	1	84004008		1	100
20028	1	84005008		1	100
20028	1	84006008		1	100
20028	1	85001008		1	100
20028	1	85002008		1	100
20028	1	85003008		1	100
20028	1	85004008		1	100
20029	1	30000001		10	100
20029	1	30000002		10	100
20029	1	30000003		10	100
20029	1	30000004		10	100
20029	1	30000005		10	100
20029	1	30000006		10	100
30001	4	1		5000	100
30001	1	71000001		30	100
30001	1	72000001		20	100
30001	1	73000001		15	100
30002	1	71000001		40	100
30002	1	72000001		30	100
30002	5	2		50	100
30003	4	1		5000	100
30003	1	10000004		1	100
30004	4	1		10000	100
30005	2	31008		1	100
30006	2	21099		3	100
30007	1	20000046		5	100
30007	1	10000004		5	100
30008	1	20000046		3	100
30009	4	1		100000	100
30010	5	2		100	100
30011	1	91000005		2	100
30012	1	72000001		50	100
30012	1	73000001		50	100
30013	4	1		50000	100
30013	2	21099		3	100
40001	1	44105005	剑客长裤	1	100
40001	1	44205005	飞鹰长裤	1	100
40001	1	44305005	斗者长裤	1	100
40001	1	44405005	魔星长裤	1	100
40002	1	44103005	纯白剑客头盔	1	100
40002	1	44203005	山鹰轻盔	1	100
40002	1	44303005	斗者头盔	1	100
40002	1	44403005	魔星帽子	1	100
40003	1	44102005	普通剑客上衣	1	100
40003	1	44202005	神枪手上衣	1	100
40003	1	44302005	格斗常服	1	100
40003	1	44402005	魔法学者长袍	1	100
40004	1	44104005	剑客靴子	1	100
40004	1	44204005	飞鹰靴子	1	100
40004	1	44304005	斗者短靴	1	100
40004	1	44404005	魔星长靴	1	100
30014	1	72000004	铜钻头	3	100
30014	1	73000004	黑铁钻头	3	100
30014	1	74000004	金刚钻头	3	100
30014	1	75000004	超合金钻头	3	100
