技能索引	类型	技能树上的显示位置	动画资源名	图标	天赋名称	职业所属	等级	升级所需等级	所需金币	材料1	材料1数量	材料2	材料2数量	降低冷却	增加物理伤害比例	增加魔法伤害比例	增加物理固定伤害	增加魔法固定伤害	增加物理暴击值	增加魔法暴击值	增加命中值	附加BUFF	技能消耗能量	技能说明	附加效果描述	增加生命	增加物理攻击	增加物理防御	增加魔法攻击	增加魔法防御	增加物理抗暴击	增加魔法抗暴击	增加物理暴击	增加魔法暴击	增加格挡率	增加格挡值	增加命中率	血球回复率
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	60	60	0	73000001	26	74000001	17	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]5246[txt:size=18 color=white]点。		0	5246	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	61	61	0	74000001	18	75000001	9	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]5427[txt:size=18 color=white]点。		0	5427	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	62	62	0	74000001	19	75000001	10	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]5611[txt:size=18 color=white]点。		0	5611	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	63	63	0	74000001	20	75000001	10	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]5798[txt:size=18 color=white]点。		0	5798	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	64	64	0	74000001	22	75000001	11	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]5988[txt:size=18 color=white]点。		0	5988	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	65	65	0	74000001	23	75000001	11	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]6182[txt:size=18 color=white]点。		0	6182	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	66	66	0	74000001	24	75000001	12	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]6378[txt:size=18 color=white]点。		0	6378	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	67	67	0	74000001	25	75000001	13	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]6578[txt:size=18 color=white]点。		0	6578	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	68	68	0	74000001	27	75000001	13	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]6782[txt:size=18 color=white]点。		0	6782	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	69	69	0	74000001	28	75000001	14	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]6988[txt:size=18 color=white]点。		0	6988	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	70	70	0	74000001	29	75000001	14	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]7198[txt:size=18 color=white]点。		0	7198	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	71	71	0	74000001	30	75000001	15	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]7410[txt:size=18 color=white]点。		0	7410	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	72	72	0	74000001	31	75000001	16	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]7627[txt:size=18 color=white]点。		0	7627	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	73	73	0	74000001	33	75000001	16	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]7846[txt:size=18 color=white]点。		0	7846	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	74	74	0	74000001	34	75000001	17	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]8068[txt:size=18 color=white]点。		0	8068	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	75	75	0	74000001	35	75000001	17	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]8294[txt:size=18 color=white]点。		0	8294	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	76	76	0	74000001	36	75000001	18	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]8523[txt:size=18 color=white]点。		0	8523	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	77	77	0	74000001	38	75000001	19	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]8755[txt:size=18 color=white]点。		0	8755	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	78	78	0	74000001	39	75000001	19	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]8991[txt:size=18 color=white]点。		0	8991	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	79	79	0	74000001	40	75000001	20	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]9230[txt:size=18 color=white]点。		0	9230	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	80	80	0	74000001	41	75000001	20	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]9472[txt:size=18 color=white]点。		0	9472	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	81	81	0	74000001	42	75000001	21	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]9717[txt:size=18 color=white]点。		0	9717	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	82	82	0	74000001	44	75000001	22	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]9965[txt:size=18 color=white]点。		0	9965	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	83	83	0	74000001	45	75000001	22	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]10217[txt:size=18 color=white]点。		0	10217	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	84	84	0	74000001	46	75000001	23	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]10472[txt:size=18 color=white]点。		0	10472	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	85	85	0	74000001	47	75000001	23	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]10731[txt:size=18 color=white]点。		0	10731	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	86	86	0	74000001	49	75000001	24	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]10992[txt:size=18 color=white]点。		0	10992	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	87	87	0	74000001	50	75000001	25	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]11257[txt:size=18 color=white]点。		0	11257	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	88	88	0	74000001	51	75000001	25	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]11525[txt:size=18 color=white]点。		0	11525	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	89	89	0	74000001	52	75000001	26	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]11797[txt:size=18 color=white]点。		0	11797	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	90	90	0	74000001	53	75000001	26	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]12071[txt:size=18 color=white]点。		0	12071	0	0	0	0	0	0	0	0	0	0	0
10101	2	1	0	item_skill_6008.png	勇气恩赐	10	91	91	0	74000001	55	75000001	27	0	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]增加角色物理攻击力[txt:size=18 color=green]12350[txt:size=18 color=white]点。		0	12350	0	0	0	0	0	0	0	0	0	0	0
