名称	说明	移动时间	时间	距离	速度X	速度Y	引力X	重力	跟随	屏幕震动	抖动	停顿帧	打击特效颜色	受击特效偏移	受击特效角度	受击特效缩放	受击特效随机	方向参照(坐标)	受击者方向(面对面)	特殊击退	倒地震屏	控制(抓取技)	受击者纵深吸附到攻击者(0关，1置后，-1置前)	
BeHitBack_shunyi_30_zhen	瞬移震动	0	0.5	30	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_shunyi_40_zhen	瞬移震动	0	0.5	40	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_5_zhen	原地鬼畜5震动	0	1	0	0	-1000	0	800	0	1	1	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_la_4_zhen	抽拉4	0.25	0.5	-80	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_la_5_zhen	抽拉5	0.25	0.5	-100	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_far_150_zhen	击退	0.25	0.5	150	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_far_100_zhen	击退	0.25	0.5	100	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_far_50_zhen	击退	0.25	0.5	50	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_la_3_zhen	抽拉3	0.25	0.5	-60	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_la_4_zhen	抽拉4	0.25	0.5	-80	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_la_5_zhen	抽拉5	0.25	0.5	-100	0	-1000	0	800	0	1	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_du	毒	0	0.2	0	0	-1000	0	920	0	0	1	0	Green	0	0	1	1	0	1	1	0	0	0	
BeHitBack_test1	原地鬼畜1	0.2	0.5	60	0	-1000	0	920	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_test2	原地鬼畜2	0.2	0.5	60	0	-1199	0	921	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_test3	原地鬼畜3	0.2	0.2	10	0	-1198	0	922	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_test4	原地鬼畜4	0.2	0.5	50	-50	-1200	0	800	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_test5	原地鬼畜5	0.2	0.8	80	4	-1196	0	924	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_test6	原地鬼畜5	0.2	0.5	4	4	-1196	0	924	0	0	0	0	hurt	0	0	1	1	0	1	1	0	0	0	
BeHitBack_catch	通用抓取触发	0	0.1	0	0	-1200	0	800	0	0	0	0	hurt	0	0	1	1	0	1	1	0	1	1	
BeHitBack_catch_hurt	通用抓取伤害	0.1	0.2	0	0	-1050	0	850	0	0	0	0	hurt	0	0	1	1	0	1	1	0	1	1	
BeHitBack_1100301_jian	黄忠箭	0.1	0.1	5	-200	-1250	0	800	0	0	0	0	hurt	-60	0	0.7	0	0	1	1	0	0	0	
BeHitBack_1100301_jian2	黄忠箭	0.2	0.2	80	-200	-1250	0	800	0	0	0	0	hurt	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100301_jian3	黄忠箭	0.2	0.2	80	-200	-1250	0	800	0	1	0	0	hurt	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100301_baoliejian	黄忠爆裂箭	0	0.2	80	-150	-1250	0	800	0	0	0	0	hurt	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100301_baoliejian2	黄忠爆裂箭爆炸	0	0.2	0	-100	-1000	0	800	0	0	0	0	hurt	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100301_jianyu	黄忠箭雨	0	0.2	0	100	-1100	0	800	0	0	0	0	hurt	-60	0	1	1	0	1	1	0	0	0	
BeHitBack_1100301_penqichongzhuang	黄忠冲撞	0	0.2	80	-200	-1250	0	800	0	0	0	0	hurt	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100301_fengzhijian	黄忠风箭	0.1	0.2	80	-200	-1250	0	800	0	1	0	0	hurt	-60	0	2	0	0	1	1	0	0	0	
BeHitBack_1100201_atk_baozha	黄月英普攻爆炸	0.2	0.2	50	-200	-1250	0	800	0	0	0	0	fire	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100201_fuyoupao_atk	黄月英浮游炮	0.1	0.1	10	-200	-1250	0	800	0	0	0	0	fire	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100201_jiguang	黄月英激光	0.2	0.2	30	-200	-1000	0	800	0	0	0	0	fire	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1100201_weixing	黄月英卫星射线	0	0.1	0	0	-830	0	800	0	0	0	0	invert	-60	0	1	0	0	1	1	0	0	0	
BeHitBack_1005_atk	张飞普攻1	0.2	0.3	80	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_atk2	张飞普攻2	0.1	0.1	50	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_atk3	张飞普攻3	0.1	0.1	50	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_atk4	张飞普攻4	0.1	0.2	60	-140	-1450	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_atk5	张飞普攻5	0.1	0.1	60	-180	-1300	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill1_1	张飞技能1_1	0.1	0.1	40	-180	-1050	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill1_2	张飞技能1_2	0.3	0.5	100	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill1_3	张飞技能1_3	0.2	0.3	80	-200	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill1_5	张飞技能1_5	0.2	0.3	80	-200	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1005_skill2_1	张飞技能2_1	0.2	0.2	60	-220	-1000	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill2_2	张飞技能2_2	0.2	0.2	60	-220	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill2_3	张飞技能2_3	0.3	0.3	100	-250	-1200	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill2_5	张飞技能2_5	0.1	0.1	-30	50	-1300	0	800	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1005_skill3_1	张飞技能3_1	0.1	0.1	120	-200	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1005_skill3_2	张飞技能3_2	0.1	0.1	3	-3	-865	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1005_skill4_1	张飞技能4_1	0.1	0.1	-60	300	-850	0	800	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1006_atk1	赵云普攻1	0.2	0.2	180	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_atk2	赵云普攻2	0.2	0.2	90	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_atk3	赵云普攻3	0.1	0.1	-40	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_atk4	赵云普攻4	0.2	0.2	70	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_atk5	赵云普攻5	0.2	0.3	60	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill1_1	赵云技能1_1	0.2	0.3	60	-180	-1400	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill1_2	赵云技能1_2	0.2	0.3	-100	180	-1350	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill1_3	赵云技能1_3	0.2	0.3	80	-180	-1400	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill1_4	赵云技能1_4	0.5	0.5	-450	180	-1500	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_1	赵云技能2_1	0.2	0.2	100	-180	-1200	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_2	赵云技能2_2	0.5	0.5	-500	180	-1200	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_3	赵云技能2_3	0.5	0.5	500	-180	-1200	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_4	赵云技能2_4	0.5	0.5	-500	180	-1200	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_5	赵云技能2_5	0.5	0.5	500	-180	-1200	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_6	赵云技能2_6	0.1	0.1	50	-10	-1200	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill2_7	赵云技能2_7	0.1	0.1	50	-10	-1500	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill3_1	赵云技能3_1	0.1	0.1	10	-5	-1250	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1006_skill3_2	赵云技能3_2	0.3	0.3	150	-120	-1850	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1009_atk	甘宁普攻	0.1	0.1	60	-180	-950	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1009_atk3	甘宁普攻3	0.1	0.2	-55	50	-1200	0	800	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1009_skill1_1	甘宁技能1_1	0.2	0.2	80	-180	-1050	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1009_skill1_2	甘宁技能1_2	0.3	0.3	100	-200	-1350	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1009_skill2	甘宁技能2	0.3	0.3	100	-100	-1300	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1009_skill3_1	甘宁技能3_1	0.2	0.2	90	-50	-1150	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1009_skill3_2	甘宁技能3_2	0.2	0.2	30	-50	-1100	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1009_skill3_3	甘宁技能3_3	0.2	0.2	80	-100	-1300	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1011_atk1	小乔普通攻击1	0.2	0.2	20	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1011_atk2	小乔普通攻击2	0.2	0.2	20	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1011_atk3	小乔普通攻击3	0.2	0.2	20	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1011_atk4	小乔普通攻击4	0.2	0.2	50	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1011_skill1_2	小乔技能1_2	0.2	0.2	10	-80	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1011_skill2_1	小乔技能2_1	0.2	0.2	30	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1011_skill2_2	小乔技能2_2	0.2	0.2	-200	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1011_skill3	小乔技能3	0.3	0.2	50	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1011_skill4_1	小乔技能4_1	0.2	0.2	10	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1011_skill4_2	小乔技能4_2	0.2	0.2	-100	240	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1011_skill4_3	小乔技能4_3	0.2	0.2	150	-120	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1016_atk1	甄宓普通攻击1	0.2	0.2	10	-120	-880	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_atk2	甄宓普通攻击2	0.2	0.2	40	-130	-870	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_atk3	甄宓普通攻击3	0.2	0.2	35	-130	-850	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_atk4	甄宓普通攻击4	0.2	0.2	25	-130	-1280	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_atk5	甄宓普通攻击5	0.2	0.2	100	-150	-1550	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_skill1	甄宓技能1	0.3	0.3	120	-100	-820	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_skill2	甄宓技能2	0.2	0.2	-20	-100	-900	0	800	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1016_skill3	甄宓技能3	0.1	0.1	20	-100	-1500	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1016_skill4	甄宓技能4	0.1	0.1	20	-100	-1500	0	800	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_atk1	张颌普攻1	0.1	0.1	20	-40	-1260	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_atk2	张颌普攻2	0.1	0.1	20	-40	-1320	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_atk3	张颌普攻3	0.2	0.4	-80	150	-2220	0	1260	0	0	0	0	hurt	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1019_atk4	张颌普攻4	0.2	0.2	60	-40	-1980	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_atk5	张颌普攻5	0.2	0.2	200	-300	-1200	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_skill1_1	张颌技能1_1	0.3	0.3	5	-20	-1416	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1019_skill1_3	张颌技能1_3	0.1	0.1	20	-350	-1356	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1019_skill2_1	张颌技能2_1	0.1	0.1	5	-20	-1356	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1019_skill3_1	张颌技能3_1	0.2	0.3	150	-480	-1440	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_skill3_3	张颌技能3_3	0.2	0.2	20	-80	-1440	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1019_skill4_1	张颌技能4_1	0.3	0.5	200	-100	-1440	0	1260	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1025_atk1	徐荣普攻1	0.2	0.2	60	-100	-1100	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1025_atk2	徐荣普攻2	0.2	0.2	40	-100	-1350	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1025_atk3	徐荣普攻3	0.2	0.2	30	-100	-1500	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1025_atk4	徐荣普攻4	0.3	0.3	120	-200	-1500	0	1050	0	0	0	0	fire	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1025_atk5	徐荣普攻5	0.2	0.2	-40	150	-1100	0	800	0	0	0	0	fire	-60	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1025_catch	徐荣技能2抓取	0	0.1	0	0	-1200	0	800	0	0	0	0	firelong	0	0	1	1	0	1	1	0	1	-1	
BeHitBack_1025_skill3_1	徐荣技能3_1	0.3	0.3	100	-200	-1650	0	1100	0	0	0	5	fireshort	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1025_skill3_3	徐荣技能3_3	0.3	0.3	60	0	-1600	0	800	0	0	0	6	fireshort	-10	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1025_skill3_4	徐荣技能3_4	0.3	0.3	60	-50	-1450	0	800	0	0	0	0	fire	-10	0	0.8	0	0	1	1	0	0	1	
BeHitBack_1025_skill4_1	徐荣技能4_1	0.3	0.3	80	-100	-1000	0	800	0	0	0	0	fire	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1025_skill4_3	徐荣技能4_3	0.2	0.2	60	-100	-1000	0	800	0	0	0	0	fire	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_atk1	高顺普攻1	0.2	0.2	20	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_atk2	高顺普攻2	0.2	0.2	50	-100	-1400	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_atk3	高顺普攻3	0.2	0.2	70	-150	-1650	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_atk4	高顺普攻4	0.2	0.2	80	-200	-1550	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_skill1_1	高顺技能1_1	0.3	0.3	100	-250	-1350	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_skill1_2	高顺技能1_2	0.3	0.3	120	-350	-1450	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_skill2_1	高顺技能2_1	0.2	0.5	60	-100	-1650	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1028_skill2_2	高顺技能2_2	0.2	0.2	-60	100	-1000	0	1050	0	0	0	0	hurt	0	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1028_skill2_3	高顺技能2_3	0.2	0.2	-10	100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	1	1	1	0	0	1	
BeHitBack_1028_skill4_1	高顺技能4_1	0.2	0.2	0	-50	-1400	0	1050	0	0	0	0	hurt	-60	0	0.8	0	0	1	1	0	0	-1	
BeHitBack_1028_skill4_2	高顺技能4_2	0.2	0.3	-80	120	-1550	0	1050	0	0	0	0	hurt	0	0	0.8	0	1	1	1	0	0	0	
BeHitBack_1028_skill4_3	高顺技能4_3	0.2	0.3	180	-250	-2000	0	1050	0	0	0	0	hurt	-150	180	0.8	0	0	1	1	0	0	0	
BeHitBack_4020101_gongji1	张梁普通攻击1	0.2	0.2	20	-100	-1150	0	800	0	0	0	0	hurt	-60	0	2	1	0	1	1	0	0	0	
BeHitBack_4020101_gongji2	张梁普通攻击2	0.2	0.2	20	-100	-1150	0	800	0	0	0	0	hurt	-60	0	2	1	0	1	1	0	0	0	
BeHitBack_4020101_gongji3	张梁普通攻击3	0.2	0.2	30	-150	-1200	0	800	0	1	0	0	hurt	-60	0	3	1	0	1	1	0	0	1	
BeHitBack_4020101_chongzhuang	张梁冲撞	0	0.2	80	-200	-1250	0	800	0	0	0	0	hurt	-60	0	2	1	0	1	1	0	0	1	
BeHitBack_1035_atk	大乔普攻	0.2	0.2	60	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1035_skill1_1	大乔技能1_1	0.2	0.2	20	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1035_skill1_2	大乔技能1_2	0.2	0.2	60	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1035_skill2_1	大乔技能2_1	0.3	0.3	100	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1035_skill3_1	大乔技能3_1	0.2	0.2	80	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1035_skill4_1	大乔技能4_1	0.2	0.2	60	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
BeHitBack_1035_skill4_2	大乔技能4_2	0.3	0.3	100	-100	-1350	0	1050	0	0	0	0	hurt	0	0	0.8	0	0	1	1	0	0	0	
